Date,forecast
2020-09-20,812.2283308156751
2020-09-21,811.7746305069662
2020-09-22,812.7230627804673
2020-09-23,812.1729833018287
2020-09-24,811.5574217246434
2020-09-25,811.1208755680626
2020-09-26,810.9384225444397
2020-09-27,811.2887786149926
2020-09-28,811.0173430263071
2020-09-29,812.1569530953855
2020-09-30,811.8045821756956
2020-10-01,811.3907096962103
2020-10-02,811.1571859455468
2020-10-03,811.1764177038298
2020-10-04,811.7244999532581
2020-10-05,811.6443328686718
2020-10-06,812.9664448568798
2020-10-07,812.7857531864023
2020-10-08,812.5309893696507
2020-10-09,812.4426104485055
2020-10-10,812.5920210157128
2020-10-11,813.2547302188725
2020-10-12,813.2734822773185
2020-10-13,814.6790809408363
2020-10-14,814.5671394325014
2020-10-15,814.3674833778067
2020-10-16,814.322028540908
2020-10-17,814.5039591801853
2020-10-18,815.1908325321567
2020-10-19,815.2276494620706
2020-10-20,816.6476134217813
2020-10-21,816.5488111235052
2020-10-22,816.363544400049
2020-10-23,816.3361370870739
2020-10-24,816.5420447440525
2020-10-25,817.2608946601786
2020-10-26,817.339497999519
2020-10-27,818.8125578692295
2020-10-28,818.7793081439467
2020-10-29,818.6728136827362
2020-10-30,818.7377566487509
2020-10-31,819.049537307085
2020-11-01,819.8873169750055
2020-11-02,820.0970448696091
2020-11-03,821.7121921938904
2020-11-04,821.830427530774
2020-11-05,821.8829631192895
2020-11-06,822.1123953922091
2020-11-07,822.5918665896843
2020-11-08,823.5981733758247
2020-11-09,823.9748623197391
2020-11-10,825.7530336156906
2020-11-11,826.0280851183028
2020-11-12,826.2291243028034
2020-11-13,826.5968696505934
2020-11-14,827.2028665336696
2020-11-15,828.3226419714779
2020-11-16,828.7988367998387
2020-11-17,830.6620355734548
2020-11-18,831.0075255235541
2020-11-19,831.26471174612
2020-11-20,831.6750100188318
2020-11-21,832.311042553022
2020-11-22,833.4497616158636
2020-11-23,833.9355404365243
2020-11-24,835.8009528801321
2020-11-25,836.1434746287649
2020-11-26,836.3948346777873
2020-11-27,836.7988403479746
2020-11-28,837.4305030405318
2020-11-29,838.5690916553491
2020-11-30,839.0611550800157
2020-12-01,840.9412371793711
2020-12-02,841.3085188684264
2020-12-03,841.5961177661158
2020-12-04,842.0488701175802
2020-12-05,842.7424234554785
2020-12-06,843.9562678851803
