colsample_bytree,learning_rate,max_depth,min_child_weight,n_estimators,subsample,mape,rmse,status
0.8,0.1,3,10,900,0.8,1.1123176966337054,12.0099104855101,ok
0.8,0.1,3,10,900,0.9,1.1447928498272644,12.354290387893586,ok
0.8,0.1,3,10,900,1.0,1.1609138741036489,12.4336290349774,ok
0.8,0.1,5,1,300,0.8,1.206208260195165,12.885933617629767,ok
0.8,0.1,5,1,300,0.9,1.1823118146208629,12.52124520740724,ok
0.8,0.1,5,1,300,1.0,1.1602742239584178,12.318735764802325,ok
0.8,0.1,5,1,600,0.8,1.2331378087358271,13.143265042969666,ok
0.8,0.1,5,1,600,0.9,1.1927467957290387,12.64192727786312,ok
0.8,0.1,5,1,600,1.0,1.1972752915538118,12.685234062665495,ok
0.8,0.1,5,1,900,0.8,1.2465240670919926,13.30116069419782,ok
0.8,0.1,5,1,900,0.9,1.2040587343952174,12.753509029619174,ok
0.8,0.1,5,1,900,1.0,1.202353448216521,12.779716258413199,ok
0.8,0.1,5,5,300,0.8,1.154516338067885,12.28963855092947,ok
0.8,0.1,5,5,300,0.9,1.1396428215280463,12.210969558513392,ok
0.8,0.1,5,5,300,1.0,1.1374302596665387,12.1706900754276,ok
0.8,0.1,5,5,600,0.8,1.1875751456881625,12.665412912030593,ok
0.8,0.1,5,5,600,0.9,1.1679604339913858,12.483713623566612,ok
0.8,0.1,5,5,600,1.0,1.1667572629449456,12.427081740749923,ok
0.8,0.1,5,5,900,0.8,1.2097895802781409,12.879455379045831,ok
0.8,0.1,5,5,900,0.9,1.190880735205359,12.701025606512712,ok
0.8,0.1,5,5,900,1.0,1.1762024330186351,12.497304663567435,ok
0.8,0.1,5,10,300,0.8,1.1264553517260796,12.106218851487286,ok
0.8,0.1,5,10,300,0.9,1.1285261188217455,12.040141981521455,ok
0.8,0.1,5,10,300,1.0,1.1502680397660066,12.096976872189957,ok
0.8,0.1,5,10,600,0.8,1.1705210098575831,12.538679058092363,ok
0.8,0.1,5,10,600,0.9,1.1620606260510755,12.455458830319591,ok
0.8,0.1,5,10,600,1.0,1.1844150076178468,12.506567551137232,ok
0.8,0.1,5,10,900,0.8,1.1867734531529337,12.689840341736424,ok
